index,Unnamed: 0,itemid,hasbird,filename,primary_label,filepath,frames,sr,duration,fold,0,1,preds
374,374,87404,0,87404.wav,nocall,../input/nocall/87404.wav.npy,441000,44100,10.0,0,0.7192246,0.28077543,0
378,378,172687,0,172687.wav,nocall,../input/nocall/172687.wav.npy,441000,44100,10.0,0,0.5334575,0.46654245,0
379,379,158606,0,158606.wav,nocall,../input/nocall/158606.wav.npy,441000,44100,10.0,0,0.7167021,0.28329787,0
386,386,146199,0,146199.wav,nocall,../input/nocall/146199.wav.npy,441000,44100,10.0,0,0.7066449,0.29335505,0
389,389,115700,0,115700.wav,nocall,../input/nocall/115700.wav.npy,441000,44100,10.0,0,0.7187808,0.28121915,0
394,394,30168,0,30168.wav,nocall,../input/nocall/30168.wav.npy,441000,44100,10.0,0,0.6204196,0.37958035,0
403,403,66052,1,66052.wav,bird,../input/bird/66052.wav.npy,441000,44100,10.0,0,0.3109373,0.6890627,1
404,404,58838,1,58838.wav,bird,../input/bird/58838.wav.npy,441000,44100,10.0,0,0.50935155,0.49064845,0
407,407,99083,1,99083.wav,bird,../input/bird/99083.wav.npy,441000,44100,10.0,0,0.72512627,0.2748737,0
411,411,122194,0,122194.wav,nocall,../input/nocall/122194.wav.npy,441000,44100,10.0,0,0.66043407,0.33956596,0
418,418,84910,0,84910.wav,nocall,../input/nocall/84910.wav.npy,441000,44100,10.0,0,0.7160295,0.28397045,0
421,421,134982,0,134982.wav,nocall,../input/nocall/134982.wav.npy,441000,44100,10.0,0,0.7236763,0.27632362,0
428,428,18050,1,18050.wav,bird,../input/bird/18050.wav.npy,441000,44100,10.0,0,0.29941103,0.700589,1
432,432,191934,0,191934.wav,nocall,../input/nocall/191934.wav.npy,441000,44100,10.0,0,0.70703065,0.2929694,0
439,439,184751,1,184751.wav,bird,../input/bird/184751.wav.npy,441000,44100,10.0,0,0.51985246,0.48014754,0
441,441,99081,0,99081.wav,nocall,../input/nocall/99081.wav.npy,441000,44100,10.0,0,0.7117366,0.2882634,0
445,445,153126,0,153126.wav,nocall,../input/nocall/153126.wav.npy,441000,44100,10.0,0,0.7247207,0.27527928,0
447,447,53693,1,53693.wav,bird,../input/bird/53693.wav.npy,441000,44100,10.0,0,0.2771454,0.7228546,1
457,457,125812,0,125812.wav,nocall,../input/nocall/125812.wav.npy,441000,44100,10.0,0,0.72027576,0.27972424,0
459,459,184641,0,184641.wav,nocall,../input/nocall/184641.wav.npy,441000,44100,10.0,0,0.7246812,0.27531886,0
461,461,96429,1,96429.wav,bird,../input/bird/96429.wav.npy,441000,44100,10.0,0,0.27806175,0.72193825,1
465,465,186338,0,186338.wav,nocall,../input/nocall/186338.wav.npy,441000,44100,10.0,0,0.6927398,0.30726025,0
468,468,115409,1,115409.wav,bird,../input/bird/115409.wav.npy,441000,44100,10.0,0,0.62936753,0.37063244,0
477,477,111185,0,111185.wav,nocall,../input/nocall/111185.wav.npy,441000,44100,10.0,0,0.71891946,0.28108054,0
478,478,64430,0,64430.wav,nocall,../input/nocall/64430.wav.npy,441000,44100,10.0,0,0.71014637,0.2898537,0
481,481,73257,0,73257.wav,nocall,../input/nocall/73257.wav.npy,441000,44100,10.0,0,0.71846825,0.2815318,0
486,486,157294,0,157294.wav,nocall,../input/nocall/157294.wav.npy,441000,44100,10.0,0,0.72054935,0.2794507,0
491,491,20193,1,20193.wav,bird,../input/bird/20193.wav.npy,441000,44100,10.0,0,0.28439832,0.7156017,1
493,493,155111,0,155111.wav,nocall,../input/nocall/155111.wav.npy,441000,44100,10.0,0,0.7229426,0.27705744,0
501,501,72545,0,72545.wav,nocall,../input/nocall/72545.wav.npy,441000,44100,10.0,0,0.7125022,0.28749782,0
508,508,127291,0,127291.wav,nocall,../input/nocall/127291.wav.npy,441000,44100,10.0,0,0.7251437,0.2748563,0
525,525,30950,0,30950.wav,nocall,../input/nocall/30950.wav.npy,441000,44100,10.0,0,0.67222184,0.32777816,0
533,533,109088,0,109088.wav,nocall,../input/nocall/109088.wav.npy,441000,44100,10.0,0,0.6067069,0.39329302,0
541,541,15426,0,15426.wav,nocall,../input/nocall/15426.wav.npy,441000,44100,10.0,0,0.7253348,0.2746652,0
543,543,151773,1,151773.wav,bird,../input/bird/151773.wav.npy,441000,44100,10.0,0,0.2950267,0.70497334,1
545,545,102046,0,102046.wav,nocall,../input/nocall/102046.wav.npy,441000,44100,10.0,0,0.70703155,0.29296845,0
550,550,79264,0,79264.wav,nocall,../input/nocall/79264.wav.npy,441000,44100,10.0,0,0.71132815,0.28867185,0
553,553,20194,1,20194.wav,bird,../input/bird/20194.wav.npy,441000,44100,10.0,0,0.2849896,0.7150104,1
557,557,162743,1,162743.wav,bird,../input/bird/162743.wav.npy,441000,44100,10.0,0,0.47843248,0.5215676,1
560,560,164118,0,164118.wav,nocall,../input/nocall/164118.wav.npy,441000,44100,10.0,0,0.7252374,0.27476257,0
564,564,56413,1,56413.wav,bird,../input/bird/56413.wav.npy,441000,44100,10.0,0,0.6958171,0.30418295,0
570,570,184273,0,184273.wav,nocall,../input/nocall/184273.wav.npy,441000,44100,10.0,0,0.72361284,0.27638716,0
572,572,127607,0,127607.wav,nocall,../input/nocall/127607.wav.npy,441000,44100,10.0,0,0.724287,0.27571303,0
579,579,57066,0,57066.wav,nocall,../input/nocall/57066.wav.npy,441000,44100,10.0,0,0.6356268,0.36437324,0
582,582,75224,0,75224.wav,nocall,../input/nocall/75224.wav.npy,441000,44100,10.0,0,0.71709394,0.2829061,0
586,586,71508,1,71508.wav,bird,../input/bird/71508.wav.npy,441000,44100,10.0,0,0.29179513,0.70820487,1
593,593,181408,0,181408.wav,nocall,../input/nocall/181408.wav.npy,441000,44100,10.0,0,0.6438399,0.35616013,0
596,596,174011,1,174011.wav,bird,../input/bird/174011.wav.npy,441000,44100,10.0,0,0.45288974,0.5471103,1
599,599,116428,0,116428.wav,nocall,../input/nocall/116428.wav.npy,441000,44100,10.0,0,0.7244396,0.27556035,0
600,600,56403,0,56403.wav,nocall,../input/nocall/56403.wav.npy,441000,44100,10.0,0,0.65444845,0.34555158,0
602,602,63842,1,63842.wav,bird,../input/bird/63842.wav.npy,441000,44100,10.0,0,0.41429952,0.5857005,1
610,610,92820,0,92820.wav,nocall,../input/nocall/92820.wav.npy,441000,44100,10.0,0,0.7093029,0.29069704,0
614,614,23554,0,23554.wav,nocall,../input/nocall/23554.wav.npy,441000,44100,10.0,0,0.72183424,0.27816576,0
619,619,18928,1,18928.wav,bird,../input/bird/18928.wav.npy,441000,44100,10.0,0,0.27496228,0.7250377,1
626,626,138467,0,138467.wav,nocall,../input/nocall/138467.wav.npy,441000,44100,10.0,0,0.69497156,0.30502838,0
628,628,139987,0,139987.wav,nocall,../input/nocall/139987.wav.npy,441000,44100,10.0,0,0.7112467,0.2887533,0
629,629,74409,0,74409.wav,nocall,../input/nocall/74409.wav.npy,441000,44100,10.0,0,0.72483546,0.27516448,0
630,630,64397,0,64397.wav,nocall,../input/nocall/64397.wav.npy,441000,44100,10.0,0,0.7251661,0.27483395,0
631,631,33641,0,33641.wav,nocall,../input/nocall/33641.wav.npy,441000,44100,10.0,0,0.6126455,0.3873545,0
636,636,29645,0,29645.wav,nocall,../input/nocall/29645.wav.npy,441000,44100,10.0,0,0.68780595,0.312194,0
649,649,96174,1,96174.wav,bird,../input/bird/96174.wav.npy,441000,44100,10.0,0,0.6355112,0.3644888,0
651,651,53691,0,53691.wav,nocall,../input/nocall/53691.wav.npy,441000,44100,10.0,0,0.72059894,0.27940106,0
655,655,56414,1,56414.wav,bird,../input/bird/56414.wav.npy,441000,44100,10.0,0,0.72527885,0.27472115,0
656,656,151775,1,151775.wav,bird,../input/bird/151775.wav.npy,441000,44100,10.0,0,0.27495375,0.7250462,1
659,659,93651,0,93651.wav,nocall,../input/nocall/93651.wav.npy,441000,44100,10.0,0,0.7250961,0.27490386,0
661,661,149871,1,149871.wav,bird,../input/bird/149871.wav.npy,441000,44100,10.0,0,0.42535743,0.57464254,1
666,666,190896,0,190896.wav,nocall,../input/nocall/190896.wav.npy,441000,44100,10.0,0,0.7253488,0.27465126,0
676,676,194851,1,194851.wav,bird,../input/bird/194851.wav.npy,441000,44100,10.0,0,0.58289117,0.41710886,0
690,690,160006,0,160006.wav,nocall,../input/nocall/160006.wav.npy,441000,44100,10.0,0,0.7162876,0.2837124,0
694,694,181398,1,181398.wav,bird,../input/bird/181398.wav.npy,441000,44100,10.0,0,0.6818008,0.31819928,0
702,702,127627,0,127627.wav,nocall,../input/nocall/127627.wav.npy,441000,44100,10.0,0,0.71618617,0.2838139,0
704,704,162710,0,162710.wav,nocall,../input/nocall/162710.wav.npy,441000,44100,10.0,0,0.7088296,0.2911704,0
706,706,177860,0,177860.wav,nocall,../input/nocall/177860.wav.npy,441000,44100,10.0,0,0.70169747,0.2983025,0
710,710,104745,0,104745.wav,nocall,../input/nocall/104745.wav.npy,441000,44100,10.0,0,0.7051583,0.29484168,0
711,711,20067,0,20067.wav,nocall,../input/nocall/20067.wav.npy,441000,44100,10.0,0,0.7090752,0.29092482,0
713,713,123994,0,123994.wav,nocall,../input/nocall/123994.wav.npy,441000,44100,10.0,0,0.7187021,0.28129795,0
721,721,64099,0,64099.wav,nocall,../input/nocall/64099.wav.npy,441000,44100,10.0,0,0.72122896,0.2787711,0
726,726,50935,0,50935.wav,nocall,../input/nocall/50935.wav.npy,441000,44100,10.0,0,0.7244382,0.27556184,0
727,727,131920,0,131920.wav,nocall,../input/nocall/131920.wav.npy,441000,44100,10.0,0,0.70146793,0.29853213,0
731,731,76727,0,76727.wav,nocall,../input/nocall/76727.wav.npy,441000,44100,10.0,0,0.7226559,0.27734405,0
746,746,151192,0,151192.wav,nocall,../input/nocall/151192.wav.npy,441000,44100,10.0,0,0.7237747,0.2762253,0
749,749,53582,0,53582.wav,nocall,../input/nocall/53582.wav.npy,441000,44100,10.0,0,0.7252236,0.2747764,0
756,756,72011,0,72011.wav,nocall,../input/nocall/72011.wav.npy,441000,44100,10.0,0,0.72248745,0.27751255,0
765,765,84687,0,84687.wav,nocall,../input/nocall/84687.wav.npy,441000,44100,10.0,0,0.72527397,0.274726,0
767,767,173897,0,173897.wav,nocall,../input/nocall/173897.wav.npy,441000,44100,10.0,0,0.7209108,0.2790892,0
768,768,38886,0,38886.wav,nocall,../input/nocall/38886.wav.npy,441000,44100,10.0,0,0.7026396,0.29736045,0
770,770,69962,1,69962.wav,bird,../input/bird/69962.wav.npy,441000,44100,10.0,0,0.71758217,0.28241783,0
775,775,167370,0,167370.wav,nocall,../input/nocall/167370.wav.npy,441000,44100,10.0,0,0.60693485,0.39306515,0
796,796,67483,1,67483.wav,bird,../input/bird/67483.wav.npy,441000,44100,10.0,0,0.2746907,0.7253094,1
797,797,148356,0,148356.wav,nocall,../input/nocall/148356.wav.npy,441000,44100,10.0,0,0.70069146,0.29930854,0
799,799,7542,0,7542.wav,nocall,../input/nocall/7542.wav.npy,441000,44100,10.0,0,0.6819481,0.31805184,0
806,806,140204,0,140204.wav,nocall,../input/nocall/140204.wav.npy,441000,44100,10.0,0,0.7098609,0.29013914,0
808,808,5929,0,5929.wav,nocall,../input/nocall/5929.wav.npy,441000,44100,10.0,0,0.6644799,0.33552006,0
811,811,162686,0,162686.wav,nocall,../input/nocall/162686.wav.npy,441000,44100,10.0,0,0.69863856,0.30136144,0
816,816,140158,0,140158.wav,nocall,../input/nocall/140158.wav.npy,441000,44100,10.0,0,0.70065475,0.29934525,0
817,817,31909,1,31909.wav,bird,../input/bird/31909.wav.npy,441000,44100,10.0,0,0.29339093,0.7066091,1
821,821,111049,1,111049.wav,bird,../input/bird/111049.wav.npy,441000,44100,10.0,0,0.68156725,0.31843272,0
824,824,127370,0,127370.wav,nocall,../input/nocall/127370.wav.npy,441000,44100,10.0,0,0.71440685,0.28559318,0
826,826,120375,0,120375.wav,nocall,../input/nocall/120375.wav.npy,441000,44100,10.0,0,0.69194174,0.30805826,0
828,828,126042,0,126042.wav,nocall,../input/nocall/126042.wav.npy,441000,44100,10.0,0,0.72351605,0.27648395,0
834,834,76685,0,76685.wav,nocall,../input/nocall/76685.wav.npy,441000,44100,10.0,0,0.72452515,0.27547488,0
839,839,51372,0,51372.wav,nocall,../input/nocall/51372.wav.npy,441000,44100,10.0,0,0.71831423,0.28168577,0
852,852,45486,0,45486.wav,nocall,../input/nocall/45486.wav.npy,441000,44100,10.0,0,0.72243476,0.2775653,0
864,864,194489,0,194489.wav,nocall,../input/nocall/194489.wav.npy,441000,44100,10.0,0,0.7235962,0.2764038,0
877,877,65811,1,65811.wav,bird,../input/bird/65811.wav.npy,441000,44100,10.0,0,0.3907533,0.6092467,1
880,880,61496,0,61496.wav,nocall,../input/nocall/61496.wav.npy,441000,44100,10.0,0,0.7190667,0.28093332,0
882,882,62602,0,62602.wav,nocall,../input/nocall/62602.wav.npy,441000,44100,10.0,0,0.71410483,0.2858952,0
888,888,59765,0,59765.wav,nocall,../input/nocall/59765.wav.npy,441000,44100,10.0,0,0.6222357,0.37776428,0
889,889,123142,0,123142.wav,nocall,../input/nocall/123142.wav.npy,441000,44100,10.0,0,0.72193706,0.278063,0
893,893,89054,0,89054.wav,nocall,../input/nocall/89054.wav.npy,441000,44100,10.0,0,0.71588457,0.28411543,0
906,906,108697,1,108697.wav,bird,../input/bird/108697.wav.npy,441000,44100,10.0,0,0.2818988,0.71810114,1
910,910,113355,0,113355.wav,nocall,../input/nocall/113355.wav.npy,441000,44100,10.0,0,0.7253325,0.2746675,0
912,912,74514,1,74514.wav,bird,../input/bird/74514.wav.npy,441000,44100,10.0,0,0.2948793,0.7051207,1
913,913,96175,0,96175.wav,nocall,../input/nocall/96175.wav.npy,441000,44100,10.0,0,0.72487915,0.27512085,0
917,917,80314,0,80314.wav,nocall,../input/nocall/80314.wav.npy,441000,44100,10.0,0,0.7249778,0.2750222,0
918,918,55240,0,55240.wav,nocall,../input/nocall/55240.wav.npy,441000,44100,10.0,0,0.7219656,0.2780344,0
927,927,149928,0,149928.wav,nocall,../input/nocall/149928.wav.npy,441000,44100,10.0,0,0.7238526,0.27614743,0
928,928,91032,1,91032.wav,bird,../input/bird/91032.wav.npy,441000,44100,10.0,0,0.4105922,0.58940786,1
932,932,46225,0,46225.wav,nocall,../input/nocall/46225.wav.npy,441000,44100,10.0,0,0.72102714,0.27897283,0
935,935,39943,0,39943.wav,nocall,../input/nocall/39943.wav.npy,441000,44100,10.0,0,0.60356253,0.3964374,0
940,940,78922,0,78922.wav,nocall,../input/nocall/78922.wav.npy,441000,44100,10.0,0,0.71628124,0.28371876,0
943,943,39659,0,39659.wav,nocall,../input/nocall/39659.wav.npy,441000,44100,10.0,0,0.722574,0.277426,0
944,944,3187,0,3187.wav,nocall,../input/nocall/3187.wav.npy,441000,44100,10.0,0,0.32852283,0.6714772,1
948,948,188701,1,188701.wav,bird,../input/bird/188701.wav.npy,441000,44100,10.0,0,0.27517822,0.7248218,1
956,956,127360,0,127360.wav,nocall,../input/nocall/127360.wav.npy,441000,44100,10.0,0,0.61561257,0.3843874,0
966,966,82539,1,82539.wav,bird,../input/bird/82539.wav.npy,441000,44100,10.0,0,0.30891463,0.69108534,1
977,977,52836,1,52836.wav,bird,../input/bird/52836.wav.npy,441000,44100,10.0,0,0.64628094,0.35371903,0
982,982,107224,0,107224.wav,nocall,../input/nocall/107224.wav.npy,441000,44100,10.0,0,0.7168079,0.28319207,0
983,983,173896,0,173896.wav,nocall,../input/nocall/173896.wav.npy,441000,44100,10.0,0,0.7183118,0.2816882,0
986,986,167403,0,167403.wav,nocall,../input/nocall/167403.wav.npy,441000,44100,10.0,0,0.725324,0.274676,0
988,988,80793,0,80793.wav,nocall,../input/nocall/80793.wav.npy,441000,44100,10.0,0,0.7239772,0.27602276,0
991,991,104520,0,104520.wav,nocall,../input/nocall/104520.wav.npy,441000,44100,10.0,0,0.7059389,0.29406118,0
992,992,38888,0,38888.wav,nocall,../input/nocall/38888.wav.npy,441000,44100,10.0,0,0.7210402,0.2789598,0
993,993,44698,0,44698.wav,nocall,../input/nocall/44698.wav.npy,441000,44100,10.0,0,0.71980584,0.28019416,0
994,994,180530,0,180530.wav,nocall,../input/nocall/180530.wav.npy,441000,44100,10.0,0,0.7230613,0.2769387,0
1000,1000,22863,0,22863.wav,nocall,../input/nocall/22863.wav.npy,441000,44100,10.0,0,0.7182629,0.2817371,0
1002,1002,150328,0,150328.wav,nocall,../input/nocall/150328.wav.npy,441000,44100,10.0,0,0.72534627,0.2746537,0
1003,1003,86646,0,86646.wav,nocall,../input/nocall/86646.wav.npy,441000,44100,10.0,0,0.70331013,0.2966899,0
1008,1008,15226,0,15226.wav,nocall,../input/nocall/15226.wav.npy,441000,44100,10.0,0,0.7233579,0.27664208,0
1013,1013,75088,1,75088.wav,bird,../input/bird/75088.wav.npy,441000,44100,10.0,0,0.31320548,0.6867945,1
1014,1014,187129,0,187129.wav,nocall,../input/nocall/187129.wav.npy,441000,44100,10.0,0,0.7248961,0.275104,0
1016,1016,81049,1,81049.wav,bird,../input/bird/81049.wav.npy,441000,44100,10.0,0,0.640723,0.35927704,0
1019,1019,181232,1,181232.wav,bird,../input/bird/181232.wav.npy,441000,44100,10.0,0,0.5912567,0.40874326,0
1021,1021,69106,0,69106.wav,nocall,../input/nocall/69106.wav.npy,441000,44100,10.0,0,0.6954051,0.30459493,0
1026,1026,111080,1,111080.wav,bird,../input/bird/111080.wav.npy,441000,44100,10.0,0,0.4681632,0.5318368,1
1028,1028,159999,0,159999.wav,nocall,../input/nocall/159999.wav.npy,441000,44100,10.0,0,0.68669015,0.31330988,0
1029,1029,191911,0,191911.wav,nocall,../input/nocall/191911.wav.npy,441000,44100,10.0,0,0.7166037,0.2833963,0
1030,1030,109232,0,109232.wav,nocall,../input/nocall/109232.wav.npy,441000,44100,10.0,0,0.71356213,0.2864378,0
1042,1042,191918,0,191918.wav,nocall,../input/nocall/191918.wav.npy,441000,44100,10.0,0,0.6932457,0.3067543,0
1044,1044,113337,0,113337.wav,nocall,../input/nocall/113337.wav.npy,441000,44100,10.0,0,0.71706784,0.2829322,0
1050,1050,190696,0,190696.wav,nocall,../input/nocall/190696.wav.npy,441000,44100,10.0,0,0.7206953,0.27930468,0
1052,1052,69108,1,69108.wav,bird,../input/bird/69108.wav.npy,441000,44100,10.0,0,0.5902962,0.4097038,0
1054,1054,148229,1,148229.wav,bird,../input/bird/148229.wav.npy,441000,44100,10.0,0,0.43829635,0.5617036,1
1058,1058,100506,1,100506.wav,bird,../input/bird/100506.wav.npy,441000,44100,10.0,0,0.33179727,0.6682027,1
1059,1059,147863,0,147863.wav,nocall,../input/nocall/147863.wav.npy,441000,44100,10.0,0,0.7064162,0.29358384,0
