index,Unnamed: 0,itemid,hasbird,filename,primary_label,filepath,frames,sr,duration,fold,0,1,preds
267,267,157470,0,157470.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/157470.wav.npy,441000,44100,10.0,0,0.69165194,0.30834803,0
275,275,122186,0,122186.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/122186.wav.npy,441000,44100,10.0,0,0.70405406,0.29594594,0
282,282,69004,0,69004.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/69004.wav.npy,441000,44100,10.0,0,0.7309396,0.26906043,0
287,287,5204,1,5204.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/5204.wav.npy,441000,44100,10.0,0,0.35065788,0.6493421,1
289,289,101319,0,101319.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/101319.wav.npy,441000,44100,10.0,0,0.71937174,0.28062826,0
293,293,19030,0,19030.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/19030.wav.npy,441000,44100,10.0,0,0.72264606,0.2773539,0
310,310,58386,0,58386.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/58386.wav.npy,441000,44100,10.0,0,0.72914165,0.27085835,0
314,314,48652,0,48652.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/48652.wav.npy,441000,44100,10.0,0,0.7264864,0.27351364,0
319,319,59197,0,59197.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/59197.wav.npy,441000,44100,10.0,0,0.72235674,0.27764326,0
321,321,160514,1,160514.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/160514.wav.npy,441000,44100,10.0,0,0.7279107,0.2720893,0
323,323,69192,0,69192.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/69192.wav.npy,441000,44100,10.0,0,0.72854203,0.271458,0
324,324,186517,0,186517.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/186517.wav.npy,441000,44100,10.0,0,0.7233341,0.27666596,0
328,328,73617,1,73617.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/73617.wav.npy,441000,44100,10.0,0,0.44832495,0.551675,1
332,332,166698,0,166698.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/166698.wav.npy,441000,44100,10.0,0,0.71782684,0.2821731,0
334,334,170835,0,170835.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/170835.wav.npy,441000,44100,10.0,0,0.68684703,0.31315294,0
335,335,46918,0,46918.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/46918.wav.npy,441000,44100,10.0,0,0.7232897,0.27671024,0
343,343,65355,0,65355.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/65355.wav.npy,441000,44100,10.0,0,0.730937,0.269063,0
344,344,126607,0,126607.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/126607.wav.npy,441000,44100,10.0,0,0.730645,0.26935506,0
348,348,19376,0,19376.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/19376.wav.npy,441000,44100,10.0,0,0.7306569,0.2693431,0
351,351,166426,0,166426.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/166426.wav.npy,441000,44100,10.0,0,0.72836894,0.27163112,0
355,355,118958,0,118958.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/118958.wav.npy,441000,44100,10.0,0,0.64756703,0.35243294,0
361,361,155193,0,155193.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/155193.wav.npy,441000,44100,10.0,0,0.7303067,0.26969326,0
364,364,147899,0,147899.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/147899.wav.npy,441000,44100,10.0,0,0.7309235,0.2690765,0
371,371,138459,0,138459.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/138459.wav.npy,441000,44100,10.0,0,0.7046956,0.29530445,0
374,374,87404,0,87404.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/87404.wav.npy,441000,44100,10.0,0,0.72681725,0.27318272,0
378,378,172687,0,172687.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/172687.wav.npy,441000,44100,10.0,0,0.6443287,0.35567132,0
379,379,158606,0,158606.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/158606.wav.npy,441000,44100,10.0,0,0.73094964,0.26905042,0
386,386,146199,0,146199.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/146199.wav.npy,441000,44100,10.0,0,0.728565,0.27143502,0
389,389,115700,0,115700.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/115700.wav.npy,441000,44100,10.0,0,0.7251884,0.2748116,0
394,394,30168,0,30168.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/30168.wav.npy,441000,44100,10.0,0,0.7001685,0.29983148,0
403,403,66052,1,66052.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/66052.wav.npy,441000,44100,10.0,0,0.28472444,0.7152755,1
404,404,58838,1,58838.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/58838.wav.npy,441000,44100,10.0,0,0.6798674,0.32013264,0
407,407,99083,1,99083.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/99083.wav.npy,441000,44100,10.0,0,0.7293369,0.27066308,0
411,411,122194,0,122194.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/122194.wav.npy,441000,44100,10.0,0,0.6582064,0.34179363,0
418,418,84910,0,84910.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/84910.wav.npy,441000,44100,10.0,0,0.72436816,0.2756318,0
421,421,134982,0,134982.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/134982.wav.npy,441000,44100,10.0,0,0.72839844,0.27160153,0
428,428,18050,1,18050.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/18050.wav.npy,441000,44100,10.0,0,0.27629328,0.7237068,1
432,432,191934,0,191934.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/191934.wav.npy,441000,44100,10.0,0,0.68697387,0.31302607,0
439,439,184751,1,184751.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/184751.wav.npy,441000,44100,10.0,0,0.29974627,0.7002537,1
441,441,99081,0,99081.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/99081.wav.npy,441000,44100,10.0,0,0.72291917,0.2770808,0
445,445,153126,0,153126.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/153126.wav.npy,441000,44100,10.0,0,0.7143007,0.28569928,0
447,447,53693,1,53693.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/53693.wav.npy,441000,44100,10.0,0,0.2817378,0.7182622,1
457,457,125812,0,125812.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/125812.wav.npy,441000,44100,10.0,0,0.7273008,0.27269912,0
459,459,184641,0,184641.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/184641.wav.npy,441000,44100,10.0,0,0.725572,0.27442798,0
461,461,96429,1,96429.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/96429.wav.npy,441000,44100,10.0,0,0.28269038,0.7173096,1
465,465,186338,0,186338.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/186338.wav.npy,441000,44100,10.0,0,0.7195309,0.28046912,0
468,468,115409,1,115409.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/115409.wav.npy,441000,44100,10.0,0,0.63787764,0.3621223,0
477,477,111185,0,111185.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/111185.wav.npy,441000,44100,10.0,0,0.72788185,0.2721182,0
478,478,64430,0,64430.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/64430.wav.npy,441000,44100,10.0,0,0.7296932,0.27030686,0
481,481,73257,0,73257.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/73257.wav.npy,441000,44100,10.0,0,0.6715917,0.3284083,0
486,486,157294,0,157294.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/157294.wav.npy,441000,44100,10.0,0,0.7308337,0.26916632,0
491,491,20193,1,20193.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/20193.wav.npy,441000,44100,10.0,0,0.26963273,0.7303673,1
493,493,155111,0,155111.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/155111.wav.npy,441000,44100,10.0,0,0.72921497,0.27078506,0
501,501,72545,0,72545.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/72545.wav.npy,441000,44100,10.0,0,0.7043487,0.29565132,0
508,508,127291,0,127291.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/127291.wav.npy,441000,44100,10.0,0,0.7148559,0.28514406,0
525,525,30950,0,30950.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/30950.wav.npy,441000,44100,10.0,0,0.72362685,0.27637315,0
533,533,109088,0,109088.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/109088.wav.npy,441000,44100,10.0,0,0.66985524,0.33014473,0
541,541,15426,0,15426.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/15426.wav.npy,441000,44100,10.0,0,0.7275108,0.27248916,0
543,543,151773,1,151773.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/151773.wav.npy,441000,44100,10.0,0,0.31760716,0.6823929,1
545,545,102046,0,102046.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/102046.wav.npy,441000,44100,10.0,0,0.7130391,0.2869609,0
550,550,79264,0,79264.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/79264.wav.npy,441000,44100,10.0,0,0.73079187,0.26920807,0
553,553,20194,1,20194.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/20194.wav.npy,441000,44100,10.0,0,0.26898634,0.7310137,1
557,557,162743,1,162743.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/162743.wav.npy,441000,44100,10.0,0,0.29463616,0.70536387,1
560,560,164118,0,164118.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/164118.wav.npy,441000,44100,10.0,0,0.7292465,0.27075347,0
564,564,56413,1,56413.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/56413.wav.npy,441000,44100,10.0,0,0.6839092,0.3160908,0
570,570,184273,0,184273.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/184273.wav.npy,441000,44100,10.0,0,0.7279264,0.27207363,0
572,572,127607,0,127607.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/127607.wav.npy,441000,44100,10.0,0,0.6556379,0.3443621,0
579,579,57066,0,57066.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/57066.wav.npy,441000,44100,10.0,0,0.5902124,0.4097876,0
582,582,75224,0,75224.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/75224.wav.npy,441000,44100,10.0,0,0.71416926,0.28583074,0
586,586,71508,1,71508.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/71508.wav.npy,441000,44100,10.0,0,0.40093315,0.5990668,1
593,593,181408,0,181408.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/181408.wav.npy,441000,44100,10.0,0,0.72680855,0.2731914,0
596,596,174011,1,174011.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/174011.wav.npy,441000,44100,10.0,0,0.28384867,0.71615136,1
599,599,116428,0,116428.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/116428.wav.npy,441000,44100,10.0,0,0.7236229,0.2763771,0
600,600,56403,0,56403.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/56403.wav.npy,441000,44100,10.0,0,0.7241819,0.2758181,0
602,602,63842,1,63842.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/63842.wav.npy,441000,44100,10.0,0,0.31750986,0.68249017,1
610,610,92820,0,92820.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/92820.wav.npy,441000,44100,10.0,0,0.72333705,0.2766629,0
614,614,23554,0,23554.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/23554.wav.npy,441000,44100,10.0,0,0.73090607,0.26909396,0
619,619,18928,1,18928.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/18928.wav.npy,441000,44100,10.0,0,0.4142345,0.5857655,1
626,626,138467,0,138467.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/138467.wav.npy,441000,44100,10.0,0,0.6675004,0.33249968,0
628,628,139987,0,139987.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/139987.wav.npy,441000,44100,10.0,0,0.7281855,0.27181453,0
629,629,74409,0,74409.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/74409.wav.npy,441000,44100,10.0,0,0.7258892,0.2741108,0
630,630,64397,0,64397.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/64397.wav.npy,441000,44100,10.0,0,0.7269513,0.27304873,0
631,631,33641,0,33641.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/33641.wav.npy,441000,44100,10.0,0,0.5397502,0.46024978,0
636,636,29645,0,29645.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/29645.wav.npy,441000,44100,10.0,0,0.7261282,0.2738718,0
649,649,96174,1,96174.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/96174.wav.npy,441000,44100,10.0,0,0.27193752,0.7280625,1
651,651,53691,0,53691.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/53691.wav.npy,441000,44100,10.0,0,0.73089707,0.26910296,0
655,655,56414,1,56414.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/56414.wav.npy,441000,44100,10.0,0,0.72056836,0.27943167,0
656,656,151775,1,151775.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/151775.wav.npy,441000,44100,10.0,0,0.31861034,0.6813897,1
659,659,93651,0,93651.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/93651.wav.npy,441000,44100,10.0,0,0.72659314,0.2734069,0
661,661,149871,1,149871.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/149871.wav.npy,441000,44100,10.0,0,0.3655319,0.6344681,1
666,666,190896,0,190896.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/190896.wav.npy,441000,44100,10.0,0,0.72946006,0.27054,0
676,676,194851,1,194851.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/194851.wav.npy,441000,44100,10.0,0,0.7305877,0.2694123,0
690,690,160006,0,160006.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/160006.wav.npy,441000,44100,10.0,0,0.7310107,0.26898932,0
694,694,181398,1,181398.wav,bird,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/bird/181398.wav.npy,441000,44100,10.0,0,0.6920074,0.30799264,0
702,702,127627,0,127627.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/127627.wav.npy,441000,44100,10.0,0,0.72274405,0.277256,0
704,704,162710,0,162710.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/162710.wav.npy,441000,44100,10.0,0,0.7255344,0.2744656,0
706,706,177860,0,177860.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/177860.wav.npy,441000,44100,10.0,0,0.6642532,0.33574685,0
710,710,104745,0,104745.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/104745.wav.npy,441000,44100,10.0,0,0.63918066,0.3608193,0
711,711,20067,0,20067.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/20067.wav.npy,441000,44100,10.0,0,0.7262766,0.2737234,0
713,713,123994,0,123994.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/123994.wav.npy,441000,44100,10.0,0,0.7279979,0.27200213,0
721,721,64099,0,64099.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/64099.wav.npy,441000,44100,10.0,0,0.7305783,0.26942167,0
726,726,50935,0,50935.wav,nocall,/home/next/Quantum/Quantum-machine-learning-for-high-dimensional-data/input/nocall/50935.wav.npy,441000,44100,10.0,0,0.7309456,0.26905438,0
